Combination,Load,Sliding Distance,Sliding Speed,Phase,Wear Rate
AlCrCoMnMo,30,1000,1,FCC,2.757
AlCrCoMnMo,30,1000,2,FCC,2.523
AlCrCoMnMo,30,1000,3,FCC,2.991
AlCrCoMnMo,30,1500,1,FCC,2.689
AlCrCoMnMo,30,1500,2,FCC,2.89
AlCrCoMnMo,30,1500,3,FCC,2.525
AlCrCoMnSi,10,500,1,BCC_FCC,2.702
AlCrCoMnSi,10,500,2,BCC_FCC,2.523
AlCrCoMnSi,10,500,3,BCC_FCC,2.808
AlCrCoMnSi,10,1000,1,BCC_FCC,2.919
AlCrCoMnSi,10,1000,2,BCC_FCC,2.928
AlCrCoMnSi,10,1000,3,BCC_FCC,2.66
AlCrCoMnSi,10,1500,1,BCC_FCC,2.8
AlCrCoMnSi,10,1500,2,BCC_FCC,2.856
AlCrCoMnSi,10,1500,3,BCC_FCC,2.818
AlCrCoMnSi,20,500,1,BCC_FCC,2.546
AlCrCoMnSi,20,500,2,BCC_FCC,2.952
AlCrCoMnSi,20,500,3,BCC_FCC,2.63
AlCrCoMnSi,20,1000,1,BCC_FCC,2.616
AlCrCoMnSi,20,1000,2,BCC_FCC,3
AlCrCoMnSi,20,1000,3,BCC_FCC,2.663
AlCrCoMnSi,20,1500,1,BCC_FCC,2.613
AlCrCoMnSi,20,1500,2,BCC_FCC,2.538
AlCrCoMnSi,20,1500,3,BCC_FCC,2.67
AlCrCoMnSi,30,500,1,BCC_FCC,2.808
AlCrCoMnSi,30,500,2,BCC_FCC,2.644
AlCrCoMnSi,30,500,3,BCC_FCC,2.729
AlCrCoMnSi,30,1000,1,BCC_FCC,2.625
AlCrCoMnSi,30,1000,2,BCC_FCC,2.78
AlCrCoMnSi,30,1000,3,BCC_FCC,2.516
AlCrCoMnSi,30,1500,1,BCC_FCC,2.539
AlCrCoMnSi,30,1500,2,BCC_FCC,2.527
AlCrCoMnSi,30,1500,3,BCC_FCC,2.617
AlCrCoTiMo,10,500,1,BCC,2.868
AlCrCoTiMo,10,500,2,BCC,2.782
AlCrCoTiMo,10,500,3,BCC,2.917
AlCrCoTiMo,10,1000,1,BCC,2.644
AlCrCoTiMo,10,1000,2,BCC,2.986
AlCrCoTiMo,10,1000,3,BCC,2.815
AlCrCoTiMo,10,1500,1,BCC,2.517
AlCrCoTiMo,10,1500,2,BCC,2.556
AlCrCoTiMo,10,1500,3,BCC,2.903
AlCrCoTiMo,20,500,1,BCC,2.606
AlCrCoTiMo,20,500,2,BCC,2.665
AlCrCoTiMo,20,500,3,BCC,1.038
AlCrCoTiMo,20,1000,1,BCC,2.538
AlCrCoTiMo,20,1000,2,BCC,2.526
AlCrCoTiMo,20,1000,3,BCC,1.43
AlCrCoTiMo,20,1500,1,BCC,2.849
AlCrCoTiMo,20,1500,2,BCC,1.127
AlCrCoTiMo,20,1500,3,BCC,1.505
AlCrCoTiMo,30,500,1,BCC,2.759
AlCrCoTiMo,30,500,2,BCC,2.579
AlCrCoTiMo,30,500,3,BCC,2.629
AlCrCoTiMo,30,1000,1,BCC,2.741
AlCrCoTiMo,30,1000,2,BCC,2.714
AlCrCoTiMo,30,1000,3,BCC,2.926
AlCrCoTiMo,30,1500,1,BCC,2.893
AlCrCoTiMo,30,1500,2,BCC,2.69
AlCrCoTiMo,30,1500,3,BCC,2.718
AlCrCoTiSi,10,500,1,BCC,2.729
AlCrCoTiSi,10,500,2,BCC,2.857
AlCrCoTiSi,10,500,3,BCC,2.811
AlCrCoTiSi,10,1000,1,BCC,2.935
AlCrCoTiSi,10,1000,2,BCC,2.529
AlCrCoTiSi,10,1000,3,BCC,2.958
AlCrCoTiSi,10,1500,1,BCC,2.63
AlCrCoTiSi,10,1500,2,BCC,2.61
AlCrCoTiSi,10,1500,3,BCC,2.908
AlCrCoTiSi,20,500,1,BCC,2.711
AlCrCoTiSi,20,500,2,BCC,2.818
AlCrCoTiSi,20,500,3,BCC,2.909
AlCrCoTiSi,20,1000,1,BCC,2.543
AlCrCoTiSi,20,1000,2,BCC,2.995
AlCrCoTiSi,20,1000,3,BCC,2.721
AlCrCoTiSi,20,1500,1,BCC,2.931
AlCrCoTiSi,20,1500,2,BCC,2.851
AlCrCoTiSi,20,1500,3,BCC,2.572
AlCrCoTiSi,30,500,1,BCC,2.885
AlCrCoTiSi,30,500,2,BCC,2.685
AlCrCoTiSi,30,500,3,BCC,2.965
AlCrCoTiSi,30,1000,1,BCC,2.71
AlCrCoTiSi,30,1000,2,BCC,2.727
AlCrCoTiSi,30,1000,3,BCC,2.608
AlCrCoTiSi,30,1500,1,BCC,2.618
AlCrCoTiSi,30,1500,2,BCC,2.754
AlCrCoTiSi,30,1500,3,BCC,2.526
AlCrCoMoSi,10,500,1,FCC,2.506
AlCrCoMoSi,10,500,2,FCC,2.574
AlCrCoMoSi,10,500,3,FCC,2.544
AlCrCoMoSi,10,1000,1,FCC,2.879
AlCrCoMoSi,10,1000,2,FCC,2.593
AlCrCoMoSi,10,1000,3,FCC,2.943
AlCrCoMoSi,10,1500,1,FCC,2.599
AlCrCoMoSi,10,1500,2,FCC,2.549
AlCrCoMoSi,10,1500,3,FCC,2.741
AlCrCoMoSi,20,500,1,FCC,1.975
AlCrCoMoSi,20,500,2,FCC,2.374
AlCrCoMoSi,20,500,3,FCC,2.564
AlCrCoMoSi,20,1000,1,FCC,2.185
AlCrCoMoSi,20,1000,2,FCC,2.607
AlCrCoMoSi,20,1000,3,FCC,2.711
AlCrCoMoSi,20,1500,1,FCC,2.311
AlCrCoMoSi,20,1500,2,FCC,2.737
AlCrCoMoSi,20,1500,3,FCC,2.886
AlCrCoMoSi,30,500,1,FCC,2.68
AlCrCoMoSi,30,500,2,FCC,2.547
AlCrCoMoSi,30,500,3,FCC,2.599
AlCrCoMoSi,30,1000,1,FCC,2.643
AlCrCoMoSi,30,1000,2,FCC,2.878
AlCrCoMoSi,30,1000,3,FCC,2.525
AlCrCoMoSi,30,1500,1,FCC,2.607
AlCrCoMoSi,30,1500,2,FCC,2.887
AlCrCoMoSi,30,1500,3,FCC,2.589
AlCrFeNiMn,10,500,1,BCC,2.697
AlCrFeNiMn,10,500,2,BCC,2.592
AlCrFeNiMn,10,500,3,BCC,2.516
AlCrFeNiMn,10,1000,1,BCC,2.51
AlCrFeNiMn,10,1000,2,BCC,2.796
AlCrFeNiMn,10,1000,3,BCC,2.793
AlCrFeNiMn,10,1500,1,BCC,2.701
AlCrFeNiMn,10,1500,2,BCC,2.84
AlCrFeNiMn,10,1500,3,BCC,2.902
AlCrFeNiMn,20,500,1,BCC,2.807
AlCrFeNiMn,20,500,2,BCC,2.877
AlCrFeNiMn,20,500,3,BCC,2.58
AlCrFeNiMn,20,1000,1,BCC,2.583
AlCrFeNiMn,20,1000,2,BCC,2.539
AlCrFeNiMn,20,1000,3,BCC,2.568
AlCrFeNiMn,20,1500,1,BCC,2.853
AlCrFeNiMn,20,1500,2,BCC,2.598
AlCrFeNiMn,20,1500,3,BCC,2.856
AlCrFeNiMn,30,500,1,BCC,2.555
AlCrFeNiMn,30,500,2,BCC,2.763
AlCrFeNiMn,30,500,3,BCC,2.989
AlCrFeNiMn,30,1000,1,BCC,2.964
AlCrFeNiMn,30,1000,2,BCC,2.995
AlCrFeNiMn,30,1000,3,BCC,2.886
AlCrFeNiMn,30,1500,1,BCC,2.564
AlCrFeNiMn,30,1500,2,BCC,2.949
AlCrFeNiMn,30,1500,3,BCC,2.756
AlCrFeNiTi,10,500,1,BCC,2.652
AlCrFeNiTi,10,500,2,BCC,1.045
AlCrFeNiTi,10,500,3,BCC,1.146
AlCrFeNiTi,10,1000,1,BCC,2.63
AlCrFeNiTi,10,1000,2,BCC,1.068
AlCrFeNiTi,10,1000,3,BCC,1.159
AlCrFeNiTi,10,1500,1,BCC,1.042
AlCrFeNiTi,10,1500,2,BCC,1.104
AlCrFeNiTi,10,1500,3,BCC,1.27
AlCrFeNiTi,20,500,1,BCC,2.98
AlCrFeNiTi,20,500,2,BCC,2.686
AlCrFeNiTi,20,500,3,BCC,2.74
AlCrFeNiTi,20,1000,1,BCC,2.778
AlCrFeNiTi,20,1000,2,BCC,2.923
AlCrFeNiTi,20,1000,3,BCC,1.118
AlCrFeNiTi,20,1500,1,BCC,2.807
AlCrFeNiTi,20,1500,2,BCC,1.036
AlCrFeNiTi,20,1500,3,BCC,1.302
AlCrFeNiTi,30,500,1,BCC,2.531
AlCrFeNiTi,30,500,2,BCC,2.964
AlCrFeNiTi,30,500,3,BCC,3
AlCrFeNiTi,30,1000,1,BCC,2.816
AlCrFeNiTi,30,1000,2,BCC,2.791
AlCrFeNiTi,30,1000,3,BCC,2.921
AlCrFeNiTi,30,1500,1,BCC,2.695
AlCrFeNiTi,30,1500,2,BCC,2.932
AlCrFeNiTi,30,1500,3,BCC,1.107
AlCrFeNiMo,10,500,1,MIP,2.781
AlCrFeNiMo,10,500,2,MIP,2.844
AlCrFeNiMo,10,500,3,MIP,2.675
AlCrFeNiMo,10,1000,1,MIP,2.911
AlCrFeNiMo,10,1000,2,MIP,2.782
AlCrFeNiMo,10,1000,3,MIP,2.991
AlCrFeNiMo,10,1500,1,MIP,2.968
AlCrFeNiMo,10,1500,2,MIP,2.606
AlCrFeNiMo,10,1500,3,MIP,2.536
AlCrFeNiMo,20,500,1,MIP,2.534
AlCrFeNiMo,20,500,2,MIP,2.647
AlCrFeNiMo,20,500,3,MIP,2.895
AlCrFeNiMo,20,1000,1,MIP,2.64
AlCrFeNiMo,20,1000,2,MIP,2.676
AlCrFeNiMo,20,1000,3,MIP,2.949
AlCrFeNiMo,20,1500,1,MIP,2.921
AlCrFeNiMo,20,1500,2,MIP,2.806
AlCrFeNiMo,20,1500,3,MIP,2.707
AlCrFeNiMo,30,500,1,MIP,1.98
AlCrFeNiMo,30,500,2,MIP,2.583
AlCrFeNiMo,30,500,3,MIP,2.97
AlCrFeNiMo,30,1000,1,MIP,2.254
AlCrFeNiMo,30,1000,2,MIP,2.8
AlCrFeNiMo,30,1000,3,MIP,2.511
AlCrFeNiMo,30,1500,1,MIP,2.507
AlCrFeNiMo,30,1500,2,MIP,2.737
AlCrFeNiMo,30,1500,3,MIP,2.824
AlCrFeNiSi,10,500,1,FCC,2.781
AlCrFeNiSi,10,500,2,FCC,1.213
AlCrFeNiSi,10,500,3,FCC,1.649
AlCrFeNiSi,10,1000,1,FCC,2.842
AlCrFeNiSi,10,1000,2,FCC,1.206
AlCrFeNiSi,10,1000,3,FCC,1.679
AlCrFeNiSi,10,1500,1,FCC,2.696
AlCrFeNiSi,10,1500,2,FCC,1.33
AlCrFeNiSi,10,1500,3,FCC,1.745
AlCrFeNiSi,20,500,1,FCC,1.622
AlCrFeNiSi,20,500,2,FCC,1.622
AlCrFeNiSi,20,500,3,FCC,1.602
AlCrFeNiSi,20,1000,1,FCC,1.845
AlCrFeNiSi,20,1000,2,FCC,1.734
AlCrFeNiSi,20,1000,3,FCC,1.739
AlCrFeNiSi,20,1500,1,FCC,1.872
AlCrFeNiSi,20,1500,2,FCC,1.86
AlCrFeNiSi,20,1500,3,FCC,1.891
AlCrFeNiSi,30,500,1,FCC,2.462
AlCrFeNiSi,30,500,2,FCC,2.64
AlCrFeNiSi,30,500,3,FCC,2.603
AlCrFeNiSi,30,1000,1,FCC,2.807
AlCrFeNiSi,30,1000,2,FCC,2.877
AlCrFeNiSi,30,1000,3,FCC,2.789
AlCrFeNiSi,30,1500,1,FCC,2.711
AlCrFeNiSi,30,1500,2,FCC,2.976
AlCrFeNiSi,30,1500,3,FCC,2.918
AlCrFeMnTi,10,500,1,BCC_FCC,1.724
AlCrFeMnTi,10,500,2,BCC_FCC,2.005
AlCrFeMnTi,10,500,3,BCC_FCC,1.937
AlCrFeMnTi,10,1000,1,BCC_FCC,2.11
AlCrFeMnTi,10,1000,2,BCC_FCC,2.124
AlCrFeMnTi,10,1000,3,BCC_FCC,1.95
AlCrFeMnTi,10,1500,1,BCC_FCC,2.409
AlCrFeMnTi,10,1500,2,BCC_FCC,2.194
AlCrFeMnTi,10,1500,3,BCC_FCC,2.061
AlCrFeMnTi,20,500,1,BCC_FCC,2.683
AlCrFeMnTi,20,500,2,BCC_FCC,2.644
AlCrFeMnTi,20,500,3,BCC_FCC,2.961
AlCrFeMnTi,20,1000,1,BCC_FCC,2.718
AlCrFeMnTi,20,1000,2,BCC_FCC,2.569
AlCrFeMnTi,20,1000,3,BCC_FCC,1.03
AlCrFeMnTi,20,1500,1,BCC_FCC,2.545
AlCrFeMnTi,20,1500,2,BCC_FCC,1.026
AlCrFeMnTi,20,1500,3,BCC_FCC,1.177
AlCrFeMnTi,30,500,1,BCC_FCC,2.801
AlCrFeMnTi,30,500,2,BCC_FCC,2.672
AlCrFeMnTi,30,500,3,BCC_FCC,2.694
AlCrFeMnTi,30,1000,1,BCC_FCC,2.718
AlCrFeMnTi,30,1000,2,BCC_FCC,2.828
AlCrFeMnTi,30,1000,3,BCC_FCC,2.95
AlCrFeMnTi,30,1500,1,BCC_FCC,2.63
AlCrFeMnTi,30,1500,2,BCC_FCC,2.638
AlCrFeMnTi,30,1500,3,BCC_FCC,2.92
AlCrFeMnMo,10,500,1,BCC_FCC,2.835
AlCrFeMnMo,10,500,2,BCC_FCC,2.957
AlCrFeMnMo,10,500,3,BCC_FCC,2.855
AlCrFeMnMo,10,1000,1,BCC_FCC,2.948
AlCrFeMnMo,10,1000,2,BCC_FCC,2.847
AlCrFeMnMo,10,1000,3,BCC_FCC,2.91
AlCrFeMnMo,10,1500,1,BCC_FCC,2.809
AlCrFeMnMo,10,1500,2,BCC_FCC,2.748
AlCrFeMnMo,10,1500,3,BCC_FCC,2.994
AlCrFeMnMo,20,500,1,BCC_FCC,2.774
AlCrFeMnMo,20,500,2,BCC_FCC,2.619
AlCrFeMnMo,20,500,3,BCC_FCC,2.765
AlCrFeMnMo,20,1000,1,BCC_FCC,2.884
AlCrFeMnMo,20,1000,2,BCC_FCC,2.72
AlCrFeMnMo,20,1000,3,BCC_FCC,2.676
AlCrFeMnMo,20,1500,1,BCC_FCC,2.919
AlCrFeMnMo,20,1500,2,BCC_FCC,2.611
AlCrFeMnMo,20,1500,3,BCC_FCC,2.85
AlCrFeMnMo,30,500,1,BCC_FCC,2.506
AlCrFeMnMo,30,500,2,BCC_FCC,2.605
AlCrFeMnMo,30,500,3,BCC_FCC,2.574
AlCrFeMnMo,30,1000,1,BCC_FCC,2.869
AlCrFeMnMo,30,1000,2,BCC_FCC,2.815
AlCrFeMnMo,30,1000,3,BCC_FCC,2.579
AlCrFeMnMo,30,1500,1,BCC_FCC,2.628
AlCrFeMnMo,30,1500,2,BCC_FCC,2.522
AlCrFeMnMo,30,1500,3,BCC_FCC,2.609
AlCrFeMnSi,10,500,1,BCC_FCC,2.849
AlCrFeMnSi,10,500,2,BCC_FCC,2.538
AlCrFeMnSi,10,500,3,BCC_FCC,2.864
AlCrFeMnSi,10,1000,1,BCC_FCC,2.848
AlCrFeMnSi,10,1000,2,BCC_FCC,2.723
AlCrFeMnSi,10,1000,3,BCC_FCC,2.78
AlCrFeMnSi,10,1500,1,BCC_FCC,2.968
AlCrFeMnSi,10,1500,2,BCC_FCC,2.601
AlCrFeMnSi,10,1500,3,BCC_FCC,2.899
AlCrFeMnSi,20,500,1,BCC_FCC,2.833
AlCrFeMnSi,20,500,2,BCC_FCC,2.568
AlCrFeMnSi,20,500,3,BCC_FCC,2.528
AlCrFeMnSi,20,1000,1,BCC_FCC,2.914
AlCrFeMnSi,20,1000,2,BCC_FCC,2.912
AlCrFeMnSi,20,1000,3,BCC_FCC,2.562
AlCrFeMnSi,20,1500,1,BCC_FCC,2.809
AlCrFeMnSi,20,1500,2,BCC_FCC,2.704
AlCrFeMnSi,20,1500,3,BCC_FCC,2.981
AlCrFeMnSi,30,500,1,BCC_FCC,2.519
AlCrFeMnSi,30,500,2,BCC_FCC,2.688
AlCrFeMnSi,30,500,3,BCC_FCC,2.816
AlCrFeMnSi,30,1000,1,BCC_FCC,2.865
AlCrFeMnSi,30,1000,2,BCC_FCC,2.719
AlCrFeMnSi,30,1000,3,BCC_FCC,2.787
AlCrFeMnSi,30,1500,1,BCC_FCC,2.924
AlCrFeMnSi,30,1500,2,BCC_FCC,2.931
AlCrFeMnSi,30,1500,3,BCC_FCC,2.975
AlCrFeTiMo,10,500,1,MIP,2.741
AlCrFeTiMo,10,500,2,MIP,2.842
AlCrFeTiMo,10,500,3,MIP,2.72
AlCrFeTiMo,10,1000,1,MIP,2.578
AlCrFeTiMo,10,1000,2,MIP,2.85
AlCrFeTiMo,10,1000,3,MIP,2.945
AlCrFeTiMo,10,1500,1,MIP,2.874
AlCrFeTiMo,10,1500,2,MIP,2.792
AlCrFeTiMo,10,1500,3,MIP,2.673
AlCrFeTiMo,20,500,1,MIP,2.978
AlCrFeTiMo,20,500,2,MIP,1.959
AlCrFeTiMo,20,500,3,MIP,2.82
AlCrFeTiMo,20,1000,1,MIP,2.633
AlCrFeTiMo,20,1000,2,MIP,2.359
AlCrFeTiMo,20,1000,3,MIP,2.963
AlCrFeTiMo,20,1500,1,MIP,1.178
AlCrFeTiMo,20,1500,2,MIP,2.595
AlCrFeTiMo,20,1500,3,MIP,2.854
AlCrFeTiMo,30,500,1,MIP,2.862
AlCrFeTiMo,30,500,2,MIP,2.502
AlCrFeTiMo,30,500,3,MIP,2.699
AlCrFeTiMo,30,1000,1,MIP,2.738
AlCrFeTiMo,30,1000,2,MIP,2.888
AlCrFeTiMo,30,1000,3,MIP,2.565
AlCrFeTiMo,30,1500,1,MIP,2.944
AlCrFeTiMo,30,1500,2,MIP,2.786
AlCrFeTiMo,30,1500,3,MIP,2.743
AlCrFeTiSi,10,500,1,MIP,2.83
AlCrFeTiSi,10,500,2,MIP,2.779
AlCrFeTiSi,10,500,3,MIP,2.542
AlCrFeTiSi,10,1000,1,MIP,2.524
AlCrFeTiSi,10,1000,2,MIP,2.544
AlCrFeTiSi,10,1000,3,MIP,1.129
AlCrFeTiSi,10,1500,1,MIP,2.661
AlCrFeTiSi,10,1500,2,MIP,2.946
AlCrFeTiSi,10,1500,3,MIP,1.367
AlCrFeTiSi,20,500,1,MIP,2.992
AlCrFeTiSi,20,500,2,MIP,2.849
AlCrFeTiSi,20,500,3,MIP,2.958
AlCrFeTiSi,20,1000,1,MIP,2.81
AlCrFeTiSi,20,1000,2,MIP,2.876
AlCrFeTiSi,20,1000,3,MIP,2.958
AlCrFeTiSi,20,1500,1,MIP,2.716
AlCrFeTiSi,20,1500,2,MIP,2.635
AlCrFeTiSi,20,1500,3,MIP,2.98
AlCrFeTiSi,30,500,1,MIP,2.836
AlCrFeTiSi,30,500,2,MIP,2.525
AlCrFeTiSi,30,500,3,MIP,2.86
AlCrFeTiSi,30,1000,1,MIP,2.511
AlCrFeTiSi,30,1000,2,MIP,2.899
AlCrFeTiSi,30,1000,3,MIP,2.541
AlCrFeTiSi,30,1500,1,MIP,2.745
AlCrFeTiSi,30,1500,2,MIP,2.793
AlCrFeTiSi,30,1500,3,MIP,2.772
AlCrFeMoSi,10,500,1,MIP,2.664
AlCrFeMoSi,10,500,2,MIP,2.641
AlCrFeMoSi,10,500,3,MIP,2.658
AlCrFeMoSi,10,1000,1,MIP,2.962
AlCrFeMoSi,10,1000,2,MIP,2.542
AlCrFeMoSi,10,1000,3,MIP,2.92
AlCrFeMoSi,10,1500,1,MIP,2.638
AlCrFeMoSi,10,1500,2,MIP,2.836
AlCrFeMoSi,10,1500,3,MIP,2.891
AlCrFeMoSi,20,500,1,MIP,2.723
AlCrFeMoSi,20,500,2,MIP,2.878
AlCrFeMoSi,20,500,3,MIP,2.752
AlCrFeMoSi,20,1000,1,MIP,2.603
AlCrFeMoSi,20,1000,2,MIP,2.534
AlCrFeMoSi,20,1000,3,MIP,2.907
AlCrFeMoSi,20,1500,1,MIP,2.715
AlCrFeMoSi,20,1500,2,MIP,2.863
AlCrFeMoSi,20,1500,3,MIP,2.955
AlCrFeMoSi,30,500,1,MIP,2.904
AlCrFeMoSi,30,500,2,MIP,2.912
AlCrFeMoSi,30,500,3,MIP,2.666
AlCrFeMoSi,30,1000,1,MIP,2.596
AlCrFeMoSi,30,1000,2,MIP,2.718
AlCrFeMoSi,30,1000,3,MIP,2.748
AlCrFeMoSi,30,1500,1,MIP,2.906
AlCrFeMoSi,30,1500,2,MIP,2.65
AlCrFeMoSi,30,1500,3,MIP,2.577
AlCrNiMnTi,10,500,1,FCC,1.668
AlCrNiMnTi,10,500,2,FCC,1.416
AlCrNiMnTi,10,500,3,FCC,1.259
AlCrNiMnTi,10,1000,1,FCC,1.736
AlCrNiMnTi,10,1000,2,FCC,1.45
AlCrNiMnTi,10,1000,3,FCC,1.357
AlCrNiMnTi,10,1500,1,FCC,1.772
AlCrNiMnTi,10,1500,2,FCC,1.499
AlCrNiMnTi,10,1500,3,FCC,1.462
AlCrNiMnTi,20,500,1,FCC,1.508
AlCrNiMnTi,20,500,2,FCC,1.425
AlCrNiMnTi,20,500,3,FCC,1.329
AlCrNiMnTi,20,1000,1,FCC,1.676
AlCrNiMnTi,20,1000,2,FCC,1.49
AlCrNiMnTi,20,1000,3,FCC,1.37
AlCrNiMnTi,20,1500,1,FCC,1.756
AlCrNiMnTi,20,1500,2,FCC,1.54
AlCrNiMnTi,20,1500,3,FCC,1.45
AlCrNiMnTi,30,500,1,FCC,1.802
AlCrNiMnTi,30,500,2,FCC,1.731
AlCrNiMnTi,30,500,3,FCC,1.595
AlCrNiMnTi,30,1000,1,FCC,1.981
AlCrNiMnTi,30,1000,2,FCC,1.784
AlCrNiMnTi,30,1000,3,FCC,1.681
AlCrNiMnTi,30,1500,1,FCC,2.091
AlCrNiMnTi,30,1500,2,FCC,1.865
AlCrNiMnTi,30,1500,3,FCC,1.81
AlCrNiMnMo,10,500,1,FCC,2.924
AlCrNiMnMo,10,500,2,FCC,2.51
AlCrNiMnMo,10,500,3,FCC,2.502
AlCrNiMnMo,10,1000,1,FCC,2.547
AlCrNiMnMo,10,1000,2,FCC,2.509
AlCrNiMnMo,10,1000,3,FCC,2.788
AlCrNiMnMo,10,1500,1,FCC,2.761
AlCrNiMnMo,10,1500,2,FCC,2.646
AlCrNiMnMo,10,1500,3,FCC,2.775
AlCrNiMnMo,20,500,1,FCC,2.792
AlCrNiMnMo,20,500,2,FCC,2.511
AlCrNiMnMo,20,500,3,FCC,2.821
AlCrNiMnMo,20,1000,1,FCC,2.873
AlCrNiMnMo,20,1000,2,FCC,2.618
AlCrNiMnMo,20,1000,3,FCC,2.704
AlCrNiMnMo,20,1500,1,FCC,2.937
AlCrNiMnMo,20,1500,2,FCC,2.637
AlCrNiMnMo,20,1500,3,FCC,2.614
AlCrNiMnMo,30,500,1,FCC,2.521
AlCrNiMnMo,30,500,2,FCC,2.723
AlCrNiMnMo,30,500,3,FCC,2.647
AlCrNiMnMo,30,1000,1,FCC,2.771
AlCrNiMnMo,30,1000,2,FCC,2.551
AlCrNiMnMo,30,1000,3,FCC,2.875
AlCrNiMnMo,30,1500,1,FCC,2.958
AlCrNiMnMo,30,1500,2,FCC,2.537
AlCrNiMnMo,30,1500,3,FCC,2.941
AlCrNiMnSi,10,500,1,FCC,2.645
AlCrNiMnSi,10,500,2,FCC,2.686
AlCrNiMnSi,10,500,3,FCC,2.855
AlCrNiMnSi,10,1000,1,FCC,2.934
AlCrNiMnSi,10,1000,2,FCC,2.695
AlCrNiMnSi,10,1000,3,FCC,2.966
AlCrNiMnSi,10,1500,1,FCC,2.972
AlCrNiMnSi,10,1500,2,FCC,2.958
AlCrNiMnSi,10,1500,3,FCC,2.774
AlCrNiMnSi,20,500,1,FCC,2.737
AlCrNiMnSi,20,500,2,FCC,2.593
AlCrNiMnSi,20,500,3,FCC,2.811
AlCrNiMnSi,20,1000,1,FCC,2.996
AlCrNiMnSi,20,1000,2,FCC,2.509
AlCrNiMnSi,20,1000,3,FCC,2.602
AlCrNiMnSi,20,1500,1,FCC,2.654
AlCrNiMnSi,20,1500,2,FCC,2.765
AlCrNiMnSi,20,1500,3,FCC,2.545
AlCrNiMnSi,30,500,1,FCC,2.504
AlCrNiMnSi,30,500,2,FCC,2.892
AlCrNiMnSi,30,500,3,FCC,2.762
AlCrNiMnSi,30,1000,1,FCC,2.661
AlCrNiMnSi,30,1000,2,FCC,2.949
AlCrNiMnSi,30,1000,3,FCC,2.525
AlCrNiMnSi,30,1500,1,FCC,2.713
AlCrNiMnSi,30,1500,2,FCC,2.74
AlCrNiMnSi,30,1500,3,FCC,2.831
AlCrNiTiMo,10,500,1,BCC,2.639
AlCrNiTiMo,10,500,2,BCC,2.903
AlCrNiTiMo,10,500,3,BCC,2.534
AlCrNiTiMo,10,1000,1,BCC,2.672
AlCrNiTiMo,10,1000,2,BCC,2.841
AlCrNiTiMo,10,1000,3,BCC,2.569
AlCrNiTiMo,10,1500,1,BCC,2.738
AlCrNiTiMo,10,1500,2,BCC,2.787
AlCrNiTiMo,10,1500,3,BCC,2.789
AlCrNiTiMo,20,500,1,BCC,2.517
AlCrNiTiMo,20,500,2,BCC,1.291
AlCrNiTiMo,20,500,3,BCC,1.612
AlCrNiTiMo,20,1000,1,BCC,1.169
AlCrNiTiMo,20,1000,2,BCC,1.367
AlCrNiTiMo,20,1000,3,BCC,1.706
AlCrNiTiMo,20,1500,1,BCC,1.263
AlCrNiTiMo,20,1500,2,BCC,1.484
AlCrNiTiMo,20,1500,3,BCC,1.892
AlCrNiTiMo,30,500,1,BCC,2.652
AlCrNiTiMo,30,500,2,BCC,2.703
AlCrNiTiMo,30,500,3,BCC,2.896
AlCrNiTiMo,30,1000,1,BCC,2.849
AlCrNiTiMo,30,1000,2,BCC,2.87
AlCrNiTiMo,30,1000,3,BCC,2.709
AlCrNiTiMo,30,1500,1,BCC,2.851
AlCrNiTiMo,30,1500,2,BCC,2.556
AlCrNiTiMo,30,1500,3,BCC,2.829
AlCrNiTiSi,10,500,1,MIP,2.919
AlCrNiTiSi,10,500,2,MIP,2.508
AlCrNiTiSi,10,500,3,MIP,2.75
AlCrNiTiSi,10,1000,1,MIP,2.992
AlCrNiTiSi,10,1000,2,MIP,2.971
AlCrNiTiSi,10,1000,3,MIP,2.922
AlCrNiTiSi,10,1500,1,MIP,2.623
AlCrNiTiSi,10,1500,2,MIP,2.745
AlCrNiTiSi,10,1500,3,MIP,2.829
AlCrNiTiSi,20,500,1,MIP,2.636
AlCrNiTiSi,20,500,2,MIP,2.507
AlCrNiTiSi,20,500,3,MIP,2.59
AlCrNiTiSi,20,1000,1,MIP,2.584
AlCrNiTiSi,20,1000,2,MIP,2.971
AlCrNiTiSi,20,1000,3,MIP,2.758
AlCrNiTiSi,20,1500,1,MIP,2.9
AlCrNiTiSi,20,1500,2,MIP,2.655
AlCrNiTiSi,20,1500,3,MIP,2.619
AlCrNiTiSi,30,500,1,MIP,2.688
AlCrNiTiSi,30,500,2,MIP,2.795
AlCrNiTiSi,30,500,3,MIP,2.656
AlCrNiTiSi,30,1000,1,MIP,2.956
AlCrNiTiSi,30,1000,2,MIP,2.611
AlCrNiTiSi,30,1000,3,MIP,2.788
AlCrNiTiSi,30,1500,1,MIP,2.601
AlCrNiTiSi,30,1500,2,MIP,2.584
AlCrNiTiSi,30,1500,3,MIP,2.637
AlCrNiMoSi,10,500,1,MIP,2.876
AlCrNiMoSi,10,500,2,MIP,2.554
AlCrNiMoSi,10,500,3,MIP,2.891
AlCrNiMoSi,10,1000,1,MIP,2.993
AlCrNiMoSi,10,1000,2,MIP,2.705
AlCrNiMoSi,10,1000,3,MIP,2.909
AlCrNiMoSi,10,1500,1,MIP,2.735
AlCrNiMoSi,10,1500,2,MIP,2.957
